af61_r10_m1_x10000_cr2	10	1	10000	2	1800	10800
af62_r10_m1_x7500_cr2	10	1	7500	2	1800	10800
af69_r10_m1_x10000_cr3	10	1	10000	3	2400	14400
af70_r10_m1_x1000_cr3	10	1	1000	3	2400	14400
af63_r5_m1_x7500_cr3	5	1	7500	3	2400	14400
af64_r10_m1_x5000_cr2	10	1	5000	2	1800	10800
af65_r5_m2_x10000_cr2	5	2	10000	2	1800	10800
af66_r10_m1_x15000_cr2	10	1	15000	2	1800	10800
af67_r5_m1_x3000_cr2	5	1	3000	2	1800	10800
af68_r10_m1_x1000_cr2	10	1	1000	2	1800	10800
