af79_r10_m1_x10000_cr3	10	1	10000	3	2400	14400
af80_r5_m1_x12500_cr3	5	1	12500	3	2400	14400
af71_r10_m1_x5000_cr2	10	1	5000	2	1800	10800
af72_r5_m1_x10000_cr2	5	1	10000	2	1800	10800
af73_r10_m1_x7500_cr2	10	1	7500	2	1800	10800
af74_r5_m1_x5000_cr3	5	1	5000	3	2400	14400
af75_r10_m2_x10000_cr2	10	2	10000	2	1800	10800
af76_r5_m1_x3000_cr2	5	1	3000	2	1800	10800
af77_r10_m1_x15000_cr2	10	1	15000	2	1800	10800
af78_r5_m2_x2000_cr2	5	2	2000	2	1800	10800
