af81_r10_m1_x2000_cr2	10	1	2000	2	1800	10800
af89_r10_m2_x2000_cr3	10	2	2000	3	2400	14400
af90_r5_m1_x10000_cr3	5	1	10000	3	2400	14400
af82_r5_m1_x5000_cr2	5	1	5000	2	1800	10800
af83_r10_m1_x1000_cr2	10	1	1000	2	1800	10800
af84_r5_m1_x7500_cr2	5	1	7500	2	1800	10800
af85_r10_m1_x3000_cr2	10	1	3000	2	1800	10800
af86_r5_m2_x5000_cr2	5	2	5000	2	1800	10800
af87_r10_m1_x10000_cr2	10	1	10000	2	1800	10800
af88_r5_m1_x2000_cr3	5	1	2000	3	2400	14400
