af101_r10_m1_x1000_cr2	10	1	1000	2	1800	10800
af109_r10_m1_x1000_cr3	10	1	1000	3	2400	14400
af110_r10_m1_x5000_cr3	10	1	5000	3	2400	14400
af102_r5_m1_x1000_cr2	5	1	1000	2	1800	10800
af103_r10_m1_x2000_cr2	10	1	2000	2	1800	10800
af104_r5_m1_x5000_cr2	5	1	5000	2	1800	10800
af105_r10_m1_x7500_cr2	10	1	7500	2	1800	10800
af106_r5_m2_x1000_cr2	5	2	1000	2	1800	10800
af107_r10_m1_x10000_cr3	10	1	10000	3	2400	14400
af108_r5_m1_x3000_cr3	5	1	3000	3	2400	14400
